num_metrics,combination,sensitivity,specificity,PPV,NPV,Youden,combination number
1,"('Sample_reads_percent_of_refs',)",0.8709677419354839,0.9181818181818182,0.8571428571428571,0.926605504587156,0.789149560117302,3
2,"('Sample_reads_percent_of_refs', 'Sample_reads_percent_of_type_run')",0.8709677419354839,0.8909090909090909,0.8181818181818182,0.9245283018867925,0.7618768328445746,26
1,"('AuG_trunc10',)",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,0
5,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,164
3,"('Cov1_perc', 'Sample_reads_percent_of_refs', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,64
4,"('Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,152
3,"('Cov1_perc', 'Sample_reads_percent_of_run', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,61
3,"('Cov1_perc', 'Sample_reads_percent_of_run', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,60
3,"('Cov1_perc', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,57
3,"('AuG_trunc10', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,56
5,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,165
4,"('Cov1_perc', 'Sample_reads_percent_of_refs', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,142
5,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,171
4,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_refs', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,100
3,"('AuG_trunc10', 'Sample_reads_percent_of_refs', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,49
3,"('AuG_trunc10', 'Sample_reads_percent_of_run', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,46
3,"('AuG_trunc10', 'Sample_reads_percent_of_run', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,45
5,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_refs', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,177
3,"('AuG_trunc10', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,42
3,"('Cov1_perc', 'Sample_reads_percent_of_refs', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,65
3,"('Cov1_perc', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,71
3,"('AuG_trunc10', 'Cov1_perc', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,40
4,"('Cov1_perc', 'Sample_reads_percent_of_run', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,136
4,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,96
4,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,95
4,"('AuG_trunc10', 'Cov1_perc', 'mean_read_length', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,106
4,"('AuG_trunc10', 'Cov1_perc', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,92
4,"('AuG_trunc10', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs', 'mean_read_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,109
4,"('AuG_trunc10', 'Sample_reads_percent_of_run', 'Sample_reads_percent_of_refs', 'mean_aligned_length')",0.8870967741935484,0.7818181818181819,0.6962025316455697,0.9247311827956989,0.6689149560117302,110
