fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric,ROC AUC,logit ROC AUC
0.0,0.0,26848650.0,0.0,1.0,0.0,0.0,bases,0.920307917888563,0.920307917888563
0.0,0.016129032258064516,26848649.0,0.016129032258064516,1.0,0.0,0.016129032258064502,bases,0.920307917888563,0.920307917888563
0.0,0.3387096774193548,21266.0,0.3387096774193548,1.0,0.0,0.33870967741935476,bases,0.920307917888563,0.920307917888563
0.0,0.3709677419354839,18016.0,0.3709677419354839,1.0,0.0,0.370967741935484,bases,0.920307917888563,0.920307917888563
0.0,0.41935483870967744,11365.0,0.41935483870967744,1.0,0.0,0.4193548387096775,bases,0.920307917888563,0.920307917888563
0.0,0.45161290322580644,11128.0,0.45161290322580644,1.0,0.0,0.4516129032258065,bases,0.920307917888563,0.920307917888563
0.0,0.5,9620.0,0.5,1.0,0.0,0.5,bases,0.920307917888563,0.920307917888563
0.01818181818181818,0.5,9491.0,0.5,0.9818181818181818,0.01818181818181818,0.4818181818181819,bases,0.920307917888563,0.920307917888563
0.01818181818181818,0.532258064516129,7852.0,0.532258064516129,0.9818181818181818,0.01818181818181818,0.5140762463343109,bases,0.920307917888563,0.920307917888563
0.02727272727272727,0.532258064516129,7801.0,0.532258064516129,0.9727272727272728,0.02727272727272727,0.5049853372434017,bases,0.920307917888563,0.920307917888563
0.02727272727272727,0.5483870967741935,6802.0,0.5483870967741935,0.9727272727272728,0.02727272727272727,0.5211143695014662,bases,0.920307917888563,0.920307917888563
0.045454545454545456,0.5483870967741935,6325.0,0.5483870967741935,0.9545454545454546,0.045454545454545456,0.5029325513196481,bases,0.920307917888563,0.920307917888563
0.045454545454545456,0.5806451612903226,5557.0,0.5806451612903226,0.9545454545454546,0.045454545454545456,0.5351906158357771,bases,0.920307917888563,0.920307917888563
0.06363636363636363,0.5806451612903226,4754.0,0.5806451612903226,0.9363636363636364,0.06363636363636363,0.517008797653959,bases,0.920307917888563,0.920307917888563
0.06363636363636363,0.5967741935483871,4258.0,0.5967741935483871,0.9363636363636364,0.06363636363636363,0.5331378299120235,bases,0.920307917888563,0.920307917888563
0.06363636363636363,0.6290322580645161,3668.0,0.6290322580645161,0.9363636363636364,0.06363636363636363,0.5653958944281525,bases,0.920307917888563,0.920307917888563
0.07272727272727272,0.6290322580645161,3662.0,0.6290322580645161,0.9272727272727272,0.07272727272727272,0.5563049853372433,bases,0.920307917888563,0.920307917888563
0.07272727272727272,0.6451612903225806,3617.0,0.6451612903225806,0.9272727272727272,0.07272727272727272,0.5724340175953078,bases,0.920307917888563,0.920307917888563
0.08181818181818182,0.6451612903225806,3513.0,0.6451612903225806,0.9181818181818182,0.08181818181818182,0.563343108504399,bases,0.920307917888563,0.920307917888563
0.08181818181818182,0.6935483870967742,2519.0,0.6935483870967742,0.9181818181818182,0.08181818181818182,0.6117302052785925,bases,0.920307917888563,0.920307917888563
0.09090909090909091,0.6935483870967742,2389.0,0.6935483870967742,0.9090909090909091,0.09090909090909091,0.6026392961876832,bases,0.920307917888563,0.920307917888563
0.09090909090909091,0.7096774193548387,2386.0,0.7096774193548387,0.9090909090909091,0.09090909090909091,0.6187683284457477,bases,0.920307917888563,0.920307917888563
0.12727272727272726,0.7096774193548387,2002.0,0.7096774193548387,0.8727272727272728,0.12727272727272726,0.5824046920821115,bases,0.920307917888563,0.920307917888563
0.12727272727272726,0.7258064516129032,1845.0,0.7258064516129032,0.8727272727272728,0.12727272727272726,0.598533724340176,bases,0.920307917888563,0.920307917888563
0.14545454545454545,0.7258064516129032,1519.0,0.7258064516129032,0.8545454545454545,0.14545454545454545,0.5803519061583577,bases,0.920307917888563,0.920307917888563
0.14545454545454545,0.7419354838709677,1493.0,0.7419354838709677,0.8545454545454545,0.14545454545454545,0.5964809384164222,bases,0.920307917888563,0.920307917888563
0.16363636363636364,0.7419354838709677,1185.0,0.7419354838709677,0.8363636363636364,0.16363636363636364,0.5782991202346042,bases,0.920307917888563,0.920307917888563
0.16363636363636364,0.7741935483870968,1137.0,0.7741935483870968,0.8363636363636364,0.16363636363636364,0.6105571847507332,bases,0.920307917888563,0.920307917888563
0.18181818181818182,0.7741935483870968,1067.0,0.7741935483870968,0.8181818181818181,0.18181818181818182,0.5923753665689149,bases,0.920307917888563,0.920307917888563
0.18181818181818182,0.7903225806451613,985.0,0.7903225806451613,0.8181818181818181,0.18181818181818182,0.6085043988269794,bases,0.920307917888563,0.920307917888563
0.19090909090909092,0.7903225806451613,826.0,0.7903225806451613,0.8090909090909091,0.19090909090909092,0.5994134897360703,bases,0.920307917888563,0.920307917888563
0.19090909090909092,0.8225806451612904,708.0,0.8225806451612904,0.8090909090909091,0.19090909090909092,0.6316715542521996,bases,0.920307917888563,0.920307917888563
0.2,0.8225806451612904,641.0,0.8225806451612904,0.8,0.2,0.6225806451612903,bases,0.920307917888563,0.920307917888563
0.2,0.8387096774193549,616.0,0.8387096774193549,0.8,0.2,0.6387096774193548,bases,0.920307917888563,0.920307917888563
0.20909090909090908,0.8387096774193549,569.0,0.8387096774193549,0.7909090909090909,0.20909090909090908,0.6296187683284458,bases,0.920307917888563,0.920307917888563
0.20909090909090908,0.8548387096774194,524.0,0.8548387096774194,0.7909090909090909,0.20909090909090908,0.6457478005865103,bases,0.920307917888563,0.920307917888563
0.21818181818181817,0.8548387096774194,401.0,0.8548387096774194,0.7818181818181819,0.21818181818181817,0.6366568914956012,bases,0.920307917888563,0.920307917888563
