fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric,ROC AUC,logit ROC AUC
0.0,0.0,100.77259806708358,0.0,1.0,0.0,0.0,Cov3_perc,0.8118768328445747,0.8118768328445748
0.0,0.016129032258064516,99.77259806708358,0.016129032258064516,1.0,0.0,0.016129032258064502,Cov3_perc,0.8118768328445747,0.8118768328445748
0.0,0.04838709677419355,99.74130125468892,0.04838709677419355,1.0,0.0,0.048387096774193505,Cov3_perc,0.8118768328445747,0.8118768328445748
0.0,0.3387096774193548,16.35682574916759,0.3387096774193548,1.0,0.0,0.33870967741935476,Cov3_perc,0.8118768328445747,0.8118768328445748
0.0,0.4032258064516129,11.118711050311598,0.4032258064516129,1.0,0.0,0.403225806451613,Cov3_perc,0.8118768328445747,0.8118768328445748
0.00909090909090909,0.4032258064516129,9.080325960419092,0.4032258064516129,0.990909090909091,0.00909090909090909,0.39413489736070373,Cov3_perc,0.8118768328445747,0.8118768328445748
0.00909090909090909,0.45161290322580644,6.697427293064877,0.45161290322580644,0.990909090909091,0.00909090909090909,0.44252199413489746,Cov3_perc,0.8118768328445747,0.8118768328445748
0.00909090909090909,0.4838709677419355,5.920352637178902,0.4838709677419355,0.990909090909091,0.00909090909090909,0.47478005865102646,Cov3_perc,0.8118768328445747,0.8118768328445748
0.00909090909090909,0.532258064516129,4.76847290640394,0.532258064516129,0.990909090909091,0.00909090909090909,0.52316715542522,Cov3_perc,0.8118768328445747,0.8118768328445748
0.01818181818181818,0.532258064516129,4.35260638985901,0.532258064516129,0.9818181818181818,0.01818181818181818,0.5140762463343109,Cov3_perc,0.8118768328445747,0.8118768328445748
0.01818181818181818,0.5645161290322581,3.1690596300607945,0.5645161290322581,0.9818181818181818,0.01818181818181818,0.5463343108504399,Cov3_perc,0.8118768328445747,0.8118768328445748
0.03636363636363636,0.5645161290322581,2.302418833268659,0.5645161290322581,0.9636363636363636,0.03636363636363636,0.5281524926686219,Cov3_perc,0.8118768328445747,0.8118768328445748
0.03636363636363636,0.5806451612903226,2.0954598370197903,0.5806451612903226,0.9636363636363636,0.03636363636363636,0.5442815249266864,Cov3_perc,0.8118768328445747,0.8118768328445748
0.045454545454545456,0.5806451612903226,2.016420361247948,0.5806451612903226,0.9545454545454546,0.045454545454545456,0.5351906158357771,Cov3_perc,0.8118768328445747,0.8118768328445748
0.045454545454545456,0.5967741935483871,1.9596695983680568,0.5967741935483871,0.9545454545454546,0.045454545454545456,0.5513196480938416,Cov3_perc,0.8118768328445747,0.8118768328445748
0.09090909090909091,0.5967741935483871,1.6091954022988506,0.5967741935483871,0.9090909090909091,0.09090909090909091,0.5058651026392962,Cov3_perc,0.8118768328445747,0.8118768328445748
0.09090909090909091,0.6129032258064516,1.2359550561797752,0.6129032258064516,0.9090909090909091,0.09090909090909091,0.5219941348973607,Cov3_perc,0.8118768328445747,0.8118768328445748
0.11818181818181818,0.6129032258064516,1.070607553366174,0.6129032258064516,0.8818181818181818,0.11818181818181818,0.49472140762463335,Cov3_perc,0.8118768328445747,0.8118768328445748
0.11818181818181818,0.6290322580645161,0.9983579638752051,0.6290322580645161,0.8818181818181818,0.11818181818181818,0.5108504398826978,Cov3_perc,0.8118768328445747,0.8118768328445748
0.13636363636363635,0.6290322580645161,0.7619047619047619,0.6290322580645161,0.8636363636363636,0.13636363636363635,0.49266862170087977,Cov3_perc,0.8118768328445747,0.8118768328445748
0.13636363636363635,0.6451612903225806,0.7022706751830919,0.6451612903225806,0.8636363636363636,0.13636363636363635,0.5087976539589443,Cov3_perc,0.8118768328445747,0.8118768328445748
0.16363636363636364,0.6451612903225806,0.478796169630643,0.6451612903225806,0.8363636363636364,0.16363636363636364,0.48152492668621694,Cov3_perc,0.8118768328445747,0.8118768328445748
0.16363636363636364,0.6774193548387096,0.2286502377236598,0.6774193548387096,0.8363636363636364,0.16363636363636364,0.5137829912023459,Cov3_perc,0.8118768328445747,0.8118768328445748
0.16363636363636364,0.7096774193548387,0.1747986016111871,0.7096774193548387,0.8363636363636364,0.16363636363636364,0.5460410557184752,Cov3_perc,0.8118768328445747,0.8118768328445748
1.0,1.0,0.0,1.0,0.0,1.0,0.0,Cov3_perc,0.8118768328445747,0.8118768328445748
