fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric
0.0,0.0,1.97768854567762,0.0,1.0,0.0,0.0,median_read_length
0.0,0.02040816326530612,0.97768854567762,0.02040816326530612,1.0,0.0,0.020408163265306145,median_read_length
0.0,0.10204081632653061,0.9086538644947727,0.10204081632653061,1.0,0.0,0.1020408163265305,median_read_length
0.1111111111111111,0.10204081632653061,0.9018070453847138,0.10204081632653061,0.8888888888888888,0.1111111111111111,-0.009070294784580546,median_read_length
0.1111111111111111,0.20408163265306123,0.8895641556111535,0.20408163265306123,0.8888888888888888,0.1111111111111111,0.09297052154195007,median_read_length
0.3333333333333333,0.20408163265306123,0.8855809007764434,0.20408163265306123,0.6666666666666667,0.3333333333333333,-0.12925170068027203,median_read_length
0.3333333333333333,0.24489795918367346,0.8820676642720585,0.24489795918367346,0.6666666666666667,0.3333333333333333,-0.08843537414965974,median_read_length
0.3333333333333333,0.2653061224489796,0.8790689389787129,0.2653061224489796,0.6666666666666667,0.3333333333333333,-0.0680272108843536,median_read_length
0.4444444444444444,0.2653061224489796,0.8784613586948188,0.2653061224489796,0.5555555555555556,0.4444444444444444,-0.17913832199546476,median_read_length
0.4444444444444444,0.3469387755102041,0.8709633638330659,0.3469387755102041,0.5555555555555556,0.4444444444444444,-0.0975056689342404,median_read_length
0.4444444444444444,0.3877551020408163,0.8693525224212408,0.3877551020408163,0.5555555555555556,0.4444444444444444,-0.05668934240362811,median_read_length
0.4444444444444444,0.40816326530612246,0.8687034162993715,0.40816326530612246,0.5555555555555556,0.4444444444444444,-0.03628117913832196,median_read_length
0.4444444444444444,0.4489795918367347,0.8654167201543674,0.4489795918367347,0.5555555555555556,0.4444444444444444,0.0045351473922903285,median_read_length
0.4444444444444444,0.5306122448979592,0.8620608135970761,0.5306122448979592,0.5555555555555556,0.4444444444444444,0.08616780045351469,median_read_length
0.4444444444444444,0.5714285714285714,0.8617213853010435,0.5714285714285714,0.5555555555555556,0.4444444444444444,0.12698412698412698,median_read_length
0.4444444444444444,0.5918367346938775,0.8596700685732444,0.5918367346938775,0.5555555555555556,0.4444444444444444,0.14739229024943312,median_read_length
0.5555555555555556,0.5918367346938775,0.8589806597376842,0.5918367346938775,0.4444444444444444,0.5555555555555556,0.03628117913832196,median_read_length
0.5555555555555556,0.6530612244897959,0.8544302840613296,0.6530612244897959,0.4444444444444444,0.5555555555555556,0.0975056689342404,median_read_length
0.5555555555555556,0.6938775510204082,0.8540752576291416,0.6938775510204082,0.4444444444444444,0.5555555555555556,0.1383219954648527,median_read_length
0.5555555555555556,0.7346938775510204,0.8519300035109305,0.7346938775510204,0.4444444444444444,0.5555555555555556,0.17913832199546498,median_read_length
0.5555555555555556,0.7755102040816326,0.8512091508658721,0.7755102040816326,0.4444444444444444,0.5555555555555556,0.21995464852607705,median_read_length
0.5555555555555556,0.8367346938775511,0.8408109161794559,0.8367346938775511,0.4444444444444444,0.5555555555555556,0.2811791383219955,median_read_length
0.5555555555555556,0.8775510204081632,0.8377337818387208,0.8775510204081632,0.4444444444444444,0.5555555555555556,0.32199546485260777,median_read_length
0.5555555555555556,0.9183673469387755,0.8148409517696239,0.9183673469387755,0.4444444444444444,0.5555555555555556,0.36281179138322006,median_read_length
0.7777777777777778,0.9183673469387755,0.7404577311191632,0.9183673469387755,0.2222222222222222,0.7777777777777778,0.14058956916099774,median_read_length
0.7777777777777778,0.9795918367346939,0.6832832106306398,0.9795918367346939,0.2222222222222222,0.7777777777777778,0.20181405895691595,median_read_length
1.0,0.9795918367346939,0.6253375264253284,0.9795918367346939,0.0,1.0,-0.020408163265306145,median_read_length
1.0,1.0,0.4826467060162142,1.0,0.0,1.0,0.0,median_read_length
