fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric
0.0,0.0,1.99999889487748,0.0,1.0,0.0,0.0,AuG_trunc5
0.0,0.016129032258064516,0.9999988948774801,0.016129032258064516,1.0,0.0,0.016129032258064502,AuG_trunc5
0.0,0.3225806451612903,0.9267861082335828,0.3225806451612903,1.0,0.0,0.32258064516129026,AuG_trunc5
0.0,0.3548387096774194,0.877476706707257,0.3548387096774194,1.0,0.0,0.3548387096774195,AuG_trunc5
0.0,0.3709677419354839,0.8495356487972617,0.3709677419354839,1.0,0.0,0.370967741935484,AuG_trunc5
0.0,0.4032258064516129,0.7102403013021047,0.4032258064516129,1.0,0.0,0.403225806451613,AuG_trunc5
0.0,0.46774193548387094,0.6269972470683809,0.46774193548387094,1.0,0.0,0.467741935483871,AuG_trunc5
0.00909090909090909,0.46774193548387094,0.6210790118275592,0.46774193548387094,0.990909090909091,0.00909090909090909,0.45865102639296196,AuG_trunc5
0.00909090909090909,0.4838709677419355,0.6135011788813621,0.4838709677419355,0.990909090909091,0.00909090909090909,0.47478005865102646,AuG_trunc5
0.01818181818181818,0.4838709677419355,0.6133174176984235,0.4838709677419355,0.9818181818181818,0.01818181818181818,0.4656891495601174,AuG_trunc5
0.01818181818181818,0.5,0.5784410575828779,0.5,0.9818181818181818,0.01818181818181818,0.4818181818181819,AuG_trunc5
0.02727272727272727,0.5,0.540822354272865,0.5,0.9727272727272728,0.02727272727272727,0.47272727272727266,AuG_trunc5
0.02727272727272727,0.5161290322580645,0.5040524502082194,0.5161290322580645,0.9727272727272728,0.02727272727272727,0.48885630498533716,AuG_trunc5
0.03636363636363636,0.5161290322580645,0.4763512027035306,0.5161290322580645,0.9636363636363636,0.03636363636363636,0.4797653958944281,AuG_trunc5
0.03636363636363636,0.5483870967741935,0.47518133583905403,0.5483870967741935,0.9636363636363636,0.03636363636363636,0.5120234604105571,AuG_trunc5
0.045454545454545456,0.5483870967741935,0.4687966445535653,0.5483870967741935,0.9545454545454546,0.045454545454545456,0.5029325513196481,AuG_trunc5
0.045454545454545456,0.5806451612903226,0.4046849070321254,0.5806451612903226,0.9545454545454546,0.045454545454545456,0.5351906158357771,AuG_trunc5
0.06363636363636363,0.5806451612903226,0.39136722036650795,0.5806451612903226,0.9363636363636364,0.06363636363636363,0.517008797653959,AuG_trunc5
0.06363636363636363,0.6129032258064516,0.3730973355878725,0.6129032258064516,0.9363636363636364,0.06363636363636363,0.549266862170088,AuG_trunc5
0.06363636363636363,0.6290322580645161,0.3707094419290273,0.6290322580645161,0.9363636363636364,0.06363636363636363,0.5653958944281525,AuG_trunc5
0.08181818181818182,0.6290322580645161,0.3378472078612071,0.6290322580645161,0.9181818181818182,0.08181818181818182,0.5472140762463344,AuG_trunc5
0.08181818181818182,0.6612903225806451,0.31952112868135407,0.6612903225806451,0.9181818181818182,0.08181818181818182,0.5794721407624635,AuG_trunc5
0.09090909090909091,0.6612903225806451,0.2916502924118442,0.6612903225806451,0.9090909090909091,0.09090909090909091,0.5703812316715542,AuG_trunc5
0.09090909090909091,0.6774193548387096,0.2911581457872849,0.6774193548387096,0.9090909090909091,0.09090909090909091,0.5865102639296187,AuG_trunc5
0.11818181818181818,0.6774193548387096,0.27825708029980195,0.6774193548387096,0.8818181818181818,0.11818181818181818,0.5592375366568914,AuG_trunc5
0.11818181818181818,0.6935483870967742,0.2758976336915142,0.6935483870967742,0.8818181818181818,0.11818181818181818,0.5753665689149561,AuG_trunc5
0.12727272727272726,0.6935483870967742,0.2751978993316563,0.6935483870967742,0.8727272727272728,0.12727272727272726,0.566275659824047,AuG_trunc5
0.12727272727272726,0.7096774193548387,0.26873838028830577,0.7096774193548387,0.8727272727272728,0.12727272727272726,0.5824046920821115,AuG_trunc5
0.14545454545454545,0.7096774193548387,0.2572792808642713,0.7096774193548387,0.8545454545454545,0.14545454545454545,0.5642228739002932,AuG_trunc5
0.14545454545454545,0.7580645161290323,0.2497420447459713,0.7580645161290323,0.8545454545454545,0.14545454545454545,0.6126099706744867,AuG_trunc5
0.17272727272727273,0.7580645161290323,0.24480985004312097,0.7580645161290323,0.8272727272727273,0.17272727272727273,0.5853372434017596,AuG_trunc5
0.17272727272727273,0.7903225806451613,0.23699878230926005,0.7903225806451613,0.8272727272727273,0.17272727272727273,0.6175953079178886,AuG_trunc5
0.18181818181818182,0.7903225806451613,0.23186993569502315,0.7903225806451613,0.8181818181818181,0.18181818181818182,0.6085043988269794,AuG_trunc5
0.18181818181818182,0.8225806451612904,0.22734366503587786,0.8225806451612904,0.8181818181818181,0.18181818181818182,0.6407624633431084,AuG_trunc5
0.2,0.8225806451612904,0.22290434022255767,0.8225806451612904,0.8,0.2,0.6225806451612903,AuG_trunc5
0.2,0.8548387096774194,0.2168051199901754,0.8548387096774194,0.8,0.2,0.6548387096774193,AuG_trunc5
0.20909090909090908,0.8548387096774194,0.21570497336594258,0.8548387096774194,0.7909090909090909,0.20909090909090908,0.6457478005865103,AuG_trunc5
0.20909090909090908,0.8870967741935484,0.21367718095561383,0.8870967741935484,0.7909090909090909,0.20909090909090908,0.6780058651026393,AuG_trunc5
0.22727272727272727,0.8870967741935484,0.21060646043464107,0.8870967741935484,0.7727272727272727,0.22727272727272727,0.659824046920821,AuG_trunc5
0.22727272727272727,0.9193548387096774,0.20871588895327833,0.9193548387096774,0.7727272727272727,0.22727272727272727,0.69208211143695,AuG_trunc5
