fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric
0.0,0.0,2.0,0.0,1.0,0.0,0.0,Cov5_perc
0.0,0.1724137931034483,1.0,0.1724137931034483,1.0,0.0,0.1724137931034484,Cov5_perc
0.0,0.2413793103448276,0.9999999819942723,0.2413793103448276,1.0,0.0,0.24137931034482762,Cov5_perc
0.0,0.28735632183908044,0.9997844946445146,0.28735632183908044,1.0,0.0,0.28735632183908044,Cov5_perc
0.0,0.3448275862068966,0.7917743145614007,0.3448275862068966,1.0,0.0,0.3448275862068966,Cov5_perc
0.0,0.367816091954023,0.6962960118050083,0.367816091954023,1.0,0.0,0.367816091954023,Cov5_perc
0.0,0.3793103448275862,0.693084327913227,0.3793103448275862,1.0,0.0,0.3793103448275863,Cov5_perc
0.0007363770250368188,0.3793103448275862,0.6654841644071362,0.3793103448275862,0.9992636229749632,0.0007363770250368188,0.3785739678025495,Cov5_perc
0.0007363770250368188,0.39080459770114945,0.5797311054510195,0.39080459770114945,0.9992636229749632,0.0007363770250368188,0.3900682206761126,Cov5_perc
0.0029455081001472753,0.39080459770114945,0.2321654956313858,0.39080459770114945,0.9970544918998527,0.0029455081001472753,0.3878590896010021,Cov5_perc
0.0029455081001472753,0.40229885057471265,0.1852811071261952,0.40229885057471265,0.9970544918998527,0.0029455081001472753,0.39935334247456544,Cov5_perc
0.005154639175257732,0.40229885057471265,0.07234016184149158,0.40229885057471265,0.9948453608247423,0.005154639175257732,0.397144211399455,Cov5_perc
0.005154639175257732,0.41379310344827586,0.06428204924132998,0.41379310344827586,0.9948453608247423,0.005154639175257732,0.4086384642730181,Cov5_perc
1.0,1.0,0.037638661259552224,1.0,0.0,1.0,0.0,Cov5_perc
