fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric
0.0,0.0,1.0615136625934216,0.0,1.0,0.0,0.0,sample num reads
0.9189985272459499,0.28735632183908044,0.06151366259342163,0.28735632183908044,0.08100147275405012,0.9189985272459499,-0.6316422054068694,sample num reads
0.9256259204712813,0.367816091954023,0.06151334265898368,0.367816091954023,0.07437407952871866,0.9256259204712813,-0.5578098285172584,sample num reads
0.927098674521355,0.39080459770114945,0.06151302272610065,0.39080459770114945,0.07290132547864503,0.927098674521355,-0.5362940768202056,sample num reads
0.927098674521355,0.40229885057471265,0.06151270279477252,0.40229885057471265,0.07290132547864503,0.927098674521355,-0.5247998239466423,sample num reads
0.9278350515463918,0.42528735632183906,0.06151238286499932,0.42528735632183906,0.07216494845360821,0.9278350515463918,-0.5025476952245527,sample num reads
0.9300441826215022,0.4367816091954023,0.06151206293678103,0.4367816091954023,0.06995581737849776,0.9300441826215022,-0.4932625734260999,sample num reads
0.9315169366715759,0.47126436781609193,0.06151174301011764,0.47126436781609193,0.06848306332842413,0.9315169366715759,-0.46025256885548393,sample num reads
0.9329896907216495,0.47126436781609193,0.061511423085009086,0.47126436781609193,0.0670103092783505,0.9329896907216495,-0.46172532290555757,sample num reads
0.9329896907216495,0.4827586206896552,0.06151110316145548,0.4827586206896552,0.0670103092783505,0.9329896907216495,-0.45023107003199425,sample num reads
0.9344624447717231,0.5057471264367817,0.061510783239456725,0.5057471264367817,0.06553755522827687,0.9344624447717231,-0.4287153183349415,sample num reads
0.9359351988217968,0.5172413793103449,0.06151014340012381,0.5172413793103449,0.06406480117820323,0.9359351988217968,-0.4186938195114519,sample num reads
0.9359351988217968,0.5287356321839081,0.06150982348278966,0.5287356321839081,0.06406480117820323,0.9359351988217968,-0.4071995666378887,sample num reads
0.9374079528718704,0.5402298850574713,0.061509183652785904,0.5402298850574713,0.0625920471281296,0.9374079528718704,-0.3971780678143991,sample num reads
0.9381443298969072,0.5402298850574713,0.06150854382900148,0.5402298850574713,0.061855670103092786,0.9381443298969072,-0.39791444483943594,sample num reads
0.9381443298969072,0.5632183908045977,0.06150822391944154,0.5632183908045977,0.061855670103092786,0.9381443298969072,-0.37492593909230953,sample num reads
0.9381443298969072,0.5747126436781609,0.061507904011436396,0.5747126436781609,0.061855670103092786,0.9381443298969072,-0.36343168621874633,sample num reads
0.938880706921944,0.5862068965517241,0.06150758410498604,0.5862068965517241,0.06111929307805597,0.938880706921944,-0.35267381037021994,sample num reads
0.9396170839469808,0.5862068965517241,0.06150694429674981,0.5862068965517241,0.06038291605301915,0.9396170839469808,-0.35341018739525676,sample num reads
0.9396170839469808,0.6091954022988506,0.06150534480336801,0.6091954022988506,0.06038291605301915,0.9396170839469808,-0.33042168164813024,sample num reads
0.9403534609720177,0.6091954022988506,0.06150438512599612,0.6091954022988506,0.05964653902798234,0.9403534609720177,-0.33115805867316706,sample num reads
0.9410898379970545,0.6206896551724138,0.0615034254626169,0.6206896551724138,0.05891016200294552,0.9410898379970545,-0.32040018282464067,sample num reads
0.9410898379970545,0.6436781609195402,0.0615024658132302,0.6436781609195402,0.05891016200294552,0.9410898379970545,-0.29741167707751426,sample num reads
0.9418262150220913,0.6551724137931034,0.06150182605474595,0.6551724137931034,0.058173784977908705,0.9418262150220913,-0.28665380122898787,sample num reads
0.9432989690721649,0.6551724137931034,0.06149990681660554,0.6551724137931034,0.05670103092783507,0.9432989690721649,-0.2881265552790615,sample num reads
0.9432989690721649,0.6781609195402298,0.06149830749424157,0.6781609195402298,0.05670103092783507,0.9432989690721649,-0.2651380495319351,sample num reads
0.9432989690721649,0.7011494252873564,0.06149798763443268,0.7011494252873564,0.05670103092783507,0.9432989690721649,-0.24214954378480857,sample num reads
0.9432989690721649,0.7241379310344828,0.061495428811926996,0.7241379310344828,0.05670103092783507,0.9432989690721649,-0.21916103803768217,sample num reads
0.9432989690721649,0.7471264367816092,0.06148967182505199,0.7471264367816092,0.05670103092783507,0.9432989690721649,-0.19617253229055576,sample num reads
0.9432989690721649,0.8160919540229885,0.06146025509017157,0.8160919540229885,0.05670103092783507,0.9432989690721649,-0.12720701504917642,sample num reads
0.9432989690721649,0.8390804597701149,0.0614599354153167,0.8390804597701149,0.05670103092783507,0.9432989690721649,-0.10421850930205001,sample num reads
0.9432989690721649,0.9770114942528736,0.05463997146193779,0.9770114942528736,0.05670103092783507,0.9432989690721649,0.03371252518070866,sample num reads
0.9521354933726067,0.9770114942528736,0.046671500003617195,0.9770114942528736,0.04786450662739328,0.9521354933726067,0.02487600088026687,sample num reads
0.9521354933726067,0.9885057471264368,0.046545413607222516,0.9885057471264368,0.04786450662739328,0.9521354933726067,0.036370253753830184,sample num reads
0.9837997054491899,0.9885057471264368,0.03549493335045311,0.9885057471264368,0.016200294550810068,0.9837997054491899,0.004706041677246864,sample num reads
0.9837997054491899,1.0,0.03524873263943317,1.0,0.016200294550810068,0.9837997054491899,0.016200294550809957,sample num reads
1.0,1.0,0.009412170007592938,1.0,0.0,1.0,0.0,sample num reads
