fpr,tpr,thresholds,sensitivity,specificity,1-specificity,Youden J statistic,metric
0.0,0.0,2.0,0.0,1.0,0.0,0.0,bases
0.0,0.16091954022988506,1.0,0.16091954022988506,1.0,0.0,0.16091954022988508,bases
0.0,0.2413793103448276,0.9999700871561673,0.2413793103448276,1.0,0.0,0.24137931034482762,bases
0.0,0.26436781609195403,0.9997524196239908,0.26436781609195403,1.0,0.0,0.26436781609195403,bases
0.0,0.2988505747126437,0.9816209440189637,0.2988505747126437,1.0,0.0,0.29885057471264376,bases
0.0,0.3218390804597701,0.9786235776758873,0.3218390804597701,1.0,0.0,0.32183908045977017,bases
0.0,0.3563218390804598,0.9449618483509171,0.3563218390804598,1.0,0.0,0.35632183908045967,bases
0.0014727540500736377,0.3563218390804598,0.9404320489425931,0.3563218390804598,0.9985272459499264,0.0014727540500736377,0.35484908503038604,bases
0.0014727540500736377,0.3793103448275862,0.8446555716514201,0.3793103448275862,0.9985272459499264,0.0014727540500736377,0.37783759077751267,bases
0.0022091310751104565,0.3793103448275862,0.8402535585829708,0.3793103448275862,0.9977908689248896,0.0022091310751104565,0.37710121375247585,bases
0.0022091310751104565,0.39080459770114945,0.7330999433203267,0.39080459770114945,0.9977908689248896,0.0022091310751104565,0.38859546662603894,bases
0.003681885125184094,0.39080459770114945,0.6682291827229448,0.39080459770114945,0.9963181148748159,0.003681885125184094,0.3871227125759653,bases
0.003681885125184094,0.41379310344827586,0.5500100930952965,0.41379310344827586,0.9963181148748159,0.003681885125184094,0.4101112183230917,bases
0.005154639175257732,0.41379310344827586,0.42030380330925776,0.41379310344827586,0.9948453608247423,0.005154639175257732,0.4086384642730181,bases
0.005154639175257732,0.42528735632183906,0.3443193744988043,0.42528735632183906,0.9948453608247423,0.005154639175257732,0.4201327171465814,bases
0.005154639175257732,0.4482758620689655,0.26350780002645685,0.4482758620689655,0.9948453608247423,0.005154639175257732,0.4431212228937078,bases
0.005891016200294551,0.4482758620689655,0.2627512031680577,0.4482758620689655,0.9941089837997055,0.005891016200294551,0.442384845868671,bases
0.005891016200294551,0.45977011494252873,0.2571214639444769,0.45977011494252873,0.9941089837997055,0.005891016200294551,0.4538790987422341,bases
0.0066273932253313695,0.45977011494252873,0.24441563610380512,0.45977011494252873,0.9933726067746687,0.0066273932253313695,0.45314272171719727,bases
0.0066273932253313695,0.4942528735632184,0.14491202066507816,0.4942528735632184,0.9933726067746687,0.0066273932253313695,0.487625480337887,bases
0.007363770250368188,0.4942528735632184,0.13474686512615286,0.4942528735632184,0.9926362297496318,0.007363770250368188,0.4868891033128502,bases
0.007363770250368188,0.5057471264367817,0.1345195510204493,0.5057471264367817,0.9926362297496318,0.007363770250368188,0.4983833561864135,bases
0.010309278350515464,0.5057471264367817,0.10800212102185933,0.5057471264367817,0.9896907216494846,0.010309278350515464,0.49543784808626623,bases
0.010309278350515464,0.5172413793103449,0.09855189898968932,0.5172413793103449,0.9896907216494846,0.010309278350515464,0.5069321009598293,bases
0.011782032400589101,0.5172413793103449,0.08125352340795794,0.5172413793103449,0.9882179675994109,0.011782032400589101,0.5054593469097557,bases
0.011782032400589101,0.5287356321839081,0.08000012400840634,0.5287356321839081,0.9882179675994109,0.011782032400589101,0.516953599783319,bases
0.013254786450662739,0.5287356321839081,0.06644311319241689,0.5287356321839081,0.9867452135493373,0.013254786450662739,0.5154808457332454,bases
0.013254786450662739,0.5517241379310345,0.06453276956248018,0.5517241379310345,0.9867452135493373,0.013254786450662739,0.5384693514803718,bases
0.014727540500736377,0.5517241379310345,0.06183837828918303,0.5517241379310345,0.9852724594992637,0.014727540500736377,0.5369965974302982,bases
0.014727540500736377,0.5632183908045977,0.058815849244664244,0.5632183908045977,0.9852724594992637,0.014727540500736377,0.5484908503038612,bases
0.015463917525773196,0.5632183908045977,0.05334601076203917,0.5632183908045977,0.9845360824742269,0.015463917525773196,0.5477544732788244,bases
0.015463917525773196,0.5862068965517241,0.04960072429251995,0.5862068965517241,0.9845360824742269,0.015463917525773196,0.5707429790259511,bases
0.016200294550810016,0.5862068965517241,0.047586473436085935,0.5862068965517241,0.9837997054491899,0.016200294550810016,0.570006602000914,bases
0.016200294550810016,0.5977011494252874,0.04685498155796657,0.5977011494252874,0.9837997054491899,0.016200294550810016,0.5815008548744773,bases
0.016936671575846832,0.5977011494252874,0.04550863198726299,0.5977011494252874,0.9830633284241531,0.016936671575846832,0.5807644778494405,bases
0.016936671575846832,0.6091954022988506,0.04425415715533386,0.6091954022988506,0.9830633284241531,0.016936671575846832,0.5922587307230036,bases
0.017673048600883652,0.6091954022988506,0.04099143746711233,0.6091954022988506,0.9823269513991163,0.017673048600883652,0.5915223536979668,bases
0.017673048600883652,0.632183908045977,0.038389539058430476,0.632183908045977,0.9823269513991163,0.017673048600883652,0.6145108594450934,bases
0.019882179675994108,0.632183908045977,0.03699785896022766,0.632183908045977,0.9801178203240059,0.019882179675994108,0.612301728369983,bases
0.019882179675994108,0.6896551724137931,0.034902221928694264,0.6896551724137931,0.9801178203240059,0.019882179675994108,0.6697729927377991,bases
0.021354933726067747,0.6896551724137931,0.034380260636858305,0.6896551724137931,0.9786450662739322,0.021354933726067747,0.6683002386877255,bases
0.024300441826215022,0.6896551724137931,0.03365368484266921,0.6896551724137931,0.975699558173785,0.024300441826215022,0.6653547305875782,bases
0.024300441826215022,0.7011494252873564,0.0333378683847117,0.7011494252873564,0.975699558173785,0.024300441826215022,0.6768489834611413,bases
1.0,1.0,0.03188143966451256,1.0,0.0,1.0,0.0,bases
